$GPFPD,-0001,220651.000,00,00,00,31.0258268,121.4432080,  -17.081,    1.251,   -0.794,   -0.750,00
$GPFPD,-0001,220652.000,00,00,00,31.0258400,121.4432010,  -15.216,   -5.473,   -2.725,    0.797,00
$GPFPD,-0001,220653.000,00,00,00,31.0258563,121.4432273,   -8.945,  -11.149,   -3.499,    2.785,00
$GPFPD,-0001,220654.000,00,00,00,31.0258693,121.4432957,   -0.872,  -15.896,   -3.657,    4.637,00
$GPFPD,-0001,220655.000,00,00,00,31.0258539,121.4433579,   10.262,  -19.331,   -2.217,    5.739,00
$GPFPD,-0001,220656.000,00,00,00,31.0258255,121.4433942,   21.803,  -20.901,    0.037,    6.140,00
$GPFPD,-0001,220657.000,00,00,00,31.0257787,121.4434150,   31.725,  -21.162,    2.305,    5.703,00
$GPFPD,-0001,220658.000,00,00,00,31.0257370,121.4434162,   44.952,  -20.938,    5.030,    5.896,00
$GPFPD,-0001,220659.000,00,00,00,31.0257268,121.4434080,   46.083,  -19.147,    5.000,    5.294,00
$GPFPD,-0001,220660.000,00,00,00,31.0257291,121.4433624,   47.478,  -16.707,    5.313,    5.036,00
$GPFPD,-0001,220661.000,00,00,00,31.0257313,121.4433045,   48.490,  -14.397,    5.534,    4.622,00
$GPFPD,-0001,220662.000,00,00,00,31.0257125,121.4432777,   47.954,  -13.004,    5.313,    3.618,00
$GPFPD,-0001,220663.000,00,00,00,31.0257004,121.4432391,   38.621,  -10.848,    4.157,    2.023,00
$GPFPD,-0001,220664.000,00,00,00,31.0256896,121.4432245,   40.455,   -9.970,    4.315,    1.844,00
$GPFPD,-0001,220665.000,00,00,00,31.0256926,121.4432130,   39.942,   -9.037,    3.915,    1.773,00
$GPFPD,-0001,220666.000,00,00,00,31.0257032,121.4431924,   36.699,   -7.908,    3.127,    1.557,00
$GPFPD,-0001,220667.000,00,00,00,31.0257047,121.4431679,   35.870,   -6.999,    2.779,    1.382,00
$GPFPD,-0001,220668.000,00,00,00,31.0257047,121.4431438,   31.655,   -5.903,    2.108,    0.881,00
$GPFPD,-0001,220669.000,00,00,00,31.0256908,121.4431344,   31.864,   -5.422,    1.978,    0.608,00
$GPFPD,-0001,220670.000,00,00,00,31.0256957,121.4431187,   29.341,   -4.658,    1.663,    0.480,00
$GPFPD,-0001,220671.000,00,00,00,31.0256941,121.4430930,   35.626,   -4.250,    2.559,    0.993,00
$GPFPD,-0001,220672.000,00,00,00,31.0257119,121.4430722,   32.638,   -3.350,    2.212,    1.009,00
$GPFPD,-0001,220673.000,00,00,00,31.0257042,121.4430450,   33.082,   -2.744,    2.590,    0.919,00
$GPFPD,-0001,220674.000,00,00,00,31.0257126,121.4430141,   31.478,   -2.041,    2.721,    0.977,00
$GPFPD,-0001,220675.000,00,00,00,31.0256989,121.4429823,   31.984,   -1.575,    3.158,    0.935,00
$GPFPD,-0001,220676.000,00,00,00,31.0256968,121.4429566,   30.366,   -1.005,    3.254,    0.918,00
$GPFPD,-0001,220677.000,00,00,00,31.0256868,121.4429318,   28.327,   -0.447,    3.510,    0.795,00
$GPFPD,-0001,220678.000,00,00,00,31.0256830,121.4428985,   34.988,   -0.276,    4.538,    1.446,00
$GPFPD,-0001,220679.000,00,00,00,31.0256913,121.4428779,   37.472,   -0.101,    4.796,    1.874,00
$GPFPD,-0001,220680.000,00,00,00,31.0256782,121.4428547,   38.865,    0.171,    5.149,    1.926,00
$GPFPD,-0001,220681.000,00,00,00,31.0256967,121.4428239,   32.520,    0.863,    4.550,    1.801,00
$GPFPD,-0001,220682.000,00,00,00,31.0256956,121.4428132,   34.117,    0.700,    4.444,    1.863,00
$GPFPD,-0001,220683.000,00,00,00,31.0256966,121.4427958,   36.491,    0.586,    4.335,    1.884,00
$GPFPD,-0001,220684.000,00,00,00,31.0256923,121.4427884,   35.154,    0.484,    3.623,    1.500,00
$GPFPD,-0001,220685.000,00,00,00,31.0256639,121.4427838,   33.559,    0.307,    3.040,    0.910,00
$GPFPD,-0001,220686.000,00,00,00,31.0256606,121.4427803,   28.461,    0.413,    2.272,    0.540,00
$GPFPD,-0001,220687.000,00,00,00,31.0256677,121.4427836,   27.444,    0.367,    1.927,    0.573,00
$GPFPD,-0001,220688.000,00,00,00,31.0256714,121.4427706,   24.371,    0.593,    1.557,    0.386,00
$GPFPD,-0001,220689.000,00,00,00,31.0256891,121.4427590,   25.334,    0.541,    1.194,    0.586,00
$GPFPD,-0001,220690.000,00,00,00,31.0256853,121.4427417,   27.119,    0.347,    0.973,    0.534,00
$GPFPD,-0001,220691.000,00,00,00,31.0256808,121.4427328,   27.716,    0.230,    0.771,    0.402,00
$GPFPD,-0001,220692.000,00,00,00,31.0256721,121.4427200,   26.536,    0.306,    0.561,    0.102,00
$GPFPD,-0001,220693.000,00,00,00,31.0256530,121.4427387,   26.524,   -0.053,    0.191,   -0.298,00
$GPFPD,-0001,220694.000,00,00,00,31.0256556,121.4427366,   24.194,   -0.046,   -0.248,   -0.447,00
$GPFPD,-0001,220695.000,00,00,00,31.0256386,121.4427220,   24.651,   -0.071,   -0.181,   -0.615,00
$GPFPD,-0001,220696.000,00,00,00,31.0256402,121.4427084,   20.687,    0.138,   -0.442,   -0.848,00
$GPFPD,-0001,220697.000,00,00,00,31.0256373,121.4426885,   20.777,    0.387,   -0.127,   -0.769,00
$GPFPD,-0001,220698.000,00,00,00,31.0256239,121.4426807,   20.766,    0.361,   -0.044,   -0.878,00
$GPFPD,-0001,220699.000,00,00,00,31.0256075,121.4426720,   19.430,    0.236,   -0.332,   -1.241,00
$GPFPD,-0001,220700.000,00,00,00,31.0256073,121.4426391,   17.156,    0.543,   -0.582,   -1.417,00
$GPFPD,-0001,220701.000,00,00,00,31.0256213,121.4426288,   17.250,    0.558,   -0.868,   -1.266,00
$GPFPD,-0001,220702.000,00,00,00,31.0256132,121.4426051,   17.672,    0.591,   -0.819,   -1.371,00
$GPFPD,-0001,220703.000,00,00,00,31.0256243,121.4425932,   16.731,    0.725,   -0.767,   -1.220,00
$GPFPD,-0001,220704.000,00,00,00,31.0256252,121.4425653,   18.826,    0.962,   -0.282,   -1.031,00
$GPFPD,-0001,220705.000,00,00,00,31.0256044,121.4425558,   17.523,    0.886,   -0.335,   -1.452,00
$GPFPD,-0001,220706.000,00,00,00,31.0255960,121.4425524,   14.696,    0.617,   -0.880,   -1.950,00
$GPFPD,-0001,220707.000,00,00,00,31.0255806,121.4425512,   14.887,    0.220,   -1.257,   -2.497,00
$GPFPD,-0001,220708.000,00,00,00,31.0255764,121.4425395,   15.812,   -0.006,   -1.663,   -2.833,00
$GPFPD,-0001,220709.000,00,00,00,31.0255668,121.4425334,   15.038,   -0.232,   -2.120,   -3.220,00
$GPFPD,-0001,220710.000,00,00,00,31.0255917,121.4425184,   16.255,   -0.263,   -2.504,   -2.864,00
$GPFPD,-0001,220711.000,00,00,00,31.0255881,121.4425254,   17.432,   -0.381,   -2.660,   -2.731,00
$GPFPD,-0001,220712.000,00,00,00,31.0255674,121.4425170,   15.644,   -0.310,   -2.785,   -2.960,00
$GPFPD,-0001,220713.000,00,00,00,31.0255752,121.4425221,   14.639,   -0.421,   -3.077,   -2.775,00
$GPFPD,-0001,220714.000,00,00,00,31.0255911,121.4425170,   15.036,   -0.449,   -3.136,   -2.375,00
$GPFPD,-0001,220715.000,00,00,00,31.0256032,121.4425154,   13.541,   -0.392,   -3.221,   -2.128,00
$GPFPD,-0001,220716.000,00,00,00,31.0256031,121.4425105,   15.823,   -0.412,   -2.939,   -1.889,00
$GPFPD,-0001,220717.000,00,00,00,31.0255830,121.4425060,   15.739,   -0.535,   -2.986,   -2.153,00
$GPFPD,-0001,220718.000,00,00,00,31.0255742,121.4425049,   14.575,   -0.651,   -3.298,   -2.305,00
$GPFPD,-0001,220719.000,00,00,00,31.0255757,121.4425008,   13.262,   -0.581,   -3.474,   -2.272,00
$GPFPD,-0001,220720.000,00,00,00,31.0255736,121.4424877,   14.099,   -0.501,   -3.420,   -2.181,00
$GPFPD,-0001,220721.000,00,00,00,31.0255750,121.4424846,   11.914,   -0.338,   -3.647,   -2.208,00
$GPFPD,-0001,220722.000,00,00,00,31.0255874,121.4424848,   13.051,   -0.242,   -3.580,   -1.859,00
$GPFPD,-0001,220723.000,00,00,00,31.0255782,121.4424527,   12.002,    0.164,   -3.177,   -1.867,00
$GPFPD,-0001,220724.000,00,00,00,31.0255635,121.4424346,   13.486,    0.331,   -2.602,   -1.759,00
$GPFPD,-0001,220725.000,00,00,00,31.0255691,121.4424209,   13.674,    0.557,   -2.359,   -1.552,00
$GPFPD,-0001,220726.000,00,00,00,31.0255730,121.4424028,   15.545,    0.711,   -2.010,   -1.305,00
$GPFPD,-0001,220727.000,00,00,00,31.0255679,121.4423707,   12.765,    1.043,   -1.828,   -1.429,00
$GPFPD,-0001,220728.000,00,00,00,31.0255612,121.4423493,   10.356,    1.214,   -1.755,   -1.510,00
$GPFPD,-0001,220729.000,00,00,00,31.0255576,121.4423301,   12.401,    1.263,   -1.444,   -1.298,00
$GPFPD,-0001,220730.000,00,00,00,31.0255587,121.4423162,   13.445,    1.289,   -1.327,   -1.137,00
$GPFPD,-0001,220731.000,00,00,00,31.0255562,121.4423017,   10.210,    1.393,   -1.444,   -1.256,00
$GPFPD,-0001,220732.000,00,00,00,31.0255504,121.4422782,   14.749,    1.415,   -0.731,   -0.884,00
$GPFPD,-0001,220733.000,00,00,00,31.0255509,121.4422520,   12.642,    1.785,   -0.434,   -0.787,00
$GPFPD,-0001,220734.000,00,00,00,31.0255452,121.4422406,   16.140,    1.678,   -0.068,   -0.582,00
$GPFPD,-0001,220735.000,00,00,00,31.0255455,121.4422237,   20.600,    1.464,    0.190,   -0.449,00
$GPFPD,-0001,220736.000,00,00,00,31.0255427,121.4422095,   19.509,    1.347,    0.050,   -0.752,00
$GPFPD,-0001,220737.000,00,00,00,31.0255502,121.4421893,   23.160,    1.267,    0.321,   -0.625,00
$GPFPD,-0001,220738.000,00,00,00,31.0255601,121.4421786,   23.900,    1.197,    0.275,   -0.699,00
$GPFPD,-0001,220739.000,00,00,00,31.0255486,121.4421539,   26.996,    1.121,    0.695,   -0.808,00
$GPFPD,-0001,220740.000,00,00,00,31.0255490,121.4421505,   26.741,    0.911,    0.623,   -0.980,00
$GPFPD,-0001,220741.000,00,00,00,31.0255545,121.4421342,   27.148,    0.920,    0.718,   -1.036,00
$GPFPD,-0001,220742.000,00,00,00,31.0255666,121.4421284,   26.743,    0.986,    0.778,   -1.046,00
$GPFPD,-0001,220743.000,00,00,00,31.0255689,121.4421124,   28.613,    0.935,    0.950,   -0.878,00
$GPFPD,-0001,220744.000,00,00,00,31.0255730,121.4421137,   29.334,    0.781,    0.958,   -0.664,00
$GPFPD,-0001,220745.000,00,00,00,31.0255654,121.4421036,   32.126,    0.805,    1.434,   -0.440,00
$GPFPD,-0001,220746.000,00,00,00,31.0255540,121.4420917,   37.397,    0.713,    1.902,   -0.190,00
$GPFPD,-0001,220747.000,00,00,00,31.0255484,121.4421063,   37.445,    0.304,    1.357,   -0.368,00
$GPFPD,-0001,220748.000,00,00,00,31.0255449,121.4420943,   35.852,    0.231,    0.877,   -0.558,00
$GPFPD,-0001,220749.000,00,00,00,31.0255459,121.4421046,   36.647,    0.125,    0.707,   -0.419,00
$GPFPD,-0001,220750.000,00,00,00,31.0255300,121.4420901,   35.792,    0.307,    0.781,   -0.586,00
$GPFPD,-0001,220751.000,00,00,00,31.0255081,121.4420784,   31.992,    0.434,    0.671,   -0.994,00
$GPFPD,-0001,220752.000,00,00,00,31.0254973,121.4420593,   29.369,    0.649,    0.706,   -1.089,00
$GPFPD,-0001,220753.000,00,00,00,31.0254863,121.4420336,   28.949,    0.901,    0.913,   -1.072,00
$GPFPD,-0001,220754.000,00,00,00,31.0254705,121.4420161,   29.196,    1.019,    1.040,   -1.128,00
$GPFPD,-0001,220755.000,00,00,00,31.0254429,121.4419944,   28.119,    1.010,    1.058,   -1.395,00
$GPFPD,-0001,220756.000,00,00,00,31.0254357,121.4419825,   29.833,    0.917,    1.252,   -1.213,00
$GPFPD,-0001,220757.000,00,00,00,31.0254318,121.4419690,   28.817,    1.054,    1.402,   -1.170,00
$GPFPD,-0001,220758.000,00,00,00,31.0254000,121.4419435,   27.316,    1.164,    1.595,   -1.592,00
$GPFPD,-0001,220759.000,00,00,00,31.0253903,121.4419366,   27.454,    0.949,    1.407,   -1.650,00
$GPFPD,-0001,220760.000,00,00,00,31.0253911,121.4419159,   27.898,    0.894,    1.335,   -1.398,00
$GPFPD,-0001,220761.000,00,00,00,31.0253864,121.4419093,   28.948,    0.807,    1.469,   -1.113,00
$GPFPD,-0001,220762.000,00,00,00,31.0253966,121.4418959,   27.767,    1.012,    1.400,   -0.876,00
